DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,temperature_2m_mean
2007-01-01,2749.004,148.166,240.12897916666665,7.916944444444444,0.0,352.0,5880.0,28.36,10.2,0.6,0.0,0.0,6.246
2007-01-02,1269.236,190.342,241.94377777777777,3.7140277777777775,0.0,348.0,6562.0,28.36,10.2,0.6,0.0,0.0,6.1564174
2007-01-03,1014.054,196.728,243.5570902777778,3.0140277777777778,0.0,344.0,4765.0,28.36,10.2,0.6,0.0,0.0,8.906417
2007-01-04,3259.412,202.302,239.7502986111111,9.478194444444444,1051.0,7597.0,10896.0,28.36,10.2,0.6,0.0,0.0,9.148082
2007-01-05,2713.364,173.154,240.49576388888892,7.885138888888889,1483.0,379.0,7602.0,28.36,10.2,0.6,0.0,0.0,10.629333
2007-01-06,1508.378,192.188,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,28.36,10.2,0.6,0.0,0.0,8.118916
2007-01-07,2447.62,246.074,240.90248611111113,7.282638888888889,1987.0,8177.0,12810.0,28.36,10.2,0.6,0.0,0.0,10.091832
2007-01-08,2241.36,207.568,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,28.36,10.2,0.6,0.0,0.0,11.987667
2007-01-09,1869.054,207.248,240.48752083333335,5.521111111111111,1688.0,4267.0,9790.0,28.36,10.2,0.6,0.0,0.0,9.691833
2007-01-10,2154.8,228.452,241.02745138888892,6.357777777777779,771.0,4456.0,11012.0,28.36,10.2,0.6,0.0,0.0,7.462666
2007-01-11,2255.194,230.02,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,28.36,10.2,0.6,0.0,0.0,9.5772505
2007-01-12,1461.296,199.14,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,28.36,10.2,0.6,0.0,0.0,10.80225
2007-01-13,3186.814,290.736,239.28361111111113,9.453055555555554,7806.0,2975.0,11341.0,28.36,10.2,0.6,0.0,0.0,7.98975
2007-01-14,3007.816,227.12,238.8218485059069,8.968311327310632,1777.0,4215.0,12975.0,28.36,10.2,0.6,0.0,0.0,5.931417
2007-01-15,2148.678,174.86,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,28.36,10.2,0.6,0.0,0.0,7.4105835
2007-01-16,1686.404,185.428,241.94475694444446,4.975972222222222,2063.0,644.0,6583.0,28.36,10.2,0.6,0.0,0.0,10.506416
2007-01-17,2847.688,200.752,241.00525,8.283888888888889,3500.0,5737.0,16064.0,28.36,10.2,0.6,0.0,0.0,12.896001
2007-01-18,1821.462,177.712,240.89359722222224,5.3425,0.0,336.0,13491.0,28.36,10.2,0.6,0.0,0.0,13.389748
2007-01-19,1480.44,170.052,240.16094444444445,4.37625,2103.0,330.0,7172.0,28.36,10.2,0.6,0.0,0.0,11.235584
2007-01-20,3133.732,238.362,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,28.36,10.2,0.6,0.0,0.0,7.0418334
2007-01-21,3407.262,229.736,238.96811805555558,10.190694444444444,10346.0,5567.0,11599.0,28.36,10.2,0.6,0.0,0.0,4.185583
2007-01-22,2180.494,168.642,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,28.36,10.2,0.6,0.0,0.0,1.0939165
2007-01-23,1777.64,138.28,242.76255555555556,5.260833333333333,0.0,1064.0,5061.0,28.36,10.2,0.6,0.0,0.0,0.15849999
2007-01-24,2987.854,178.06,241.45769444444446,8.733611111111111,3464.0,2480.0,11744.0,28.36,10.2,0.6,0.0,0.0,-1.8435835
2007-01-25,1596.344,144.16,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,28.36,10.2,0.6,0.0,0.0,-1.52275
2007-01-26,1617.972,142.902,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,28.36,10.2,0.6,0.0,0.0,3.2293336
2007-01-27,2044.072,148.242,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,28.36,10.2,0.6,0.0,0.0,3.1834996
2007-01-28,3090.204,153.352,240.30478804725504,9.133703961084086,3466.0,3997.0,12045.0,28.36,10.2,0.6,0.0,0.0,6.275166
2007-01-29,1982.664,165.696,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,28.36,10.2,0.6,0.0,0.0,6.762666
2007-01-30,1707.798,180.934,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,28.36,10.2,0.6,0.0,0.0,6.5147495
2007-01-31,2363.752,185.988,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,28.36,10.2,0.6,0.0,0.0,7.737667
2007-02-01,1824.76,150.264,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,84.117,13.333,6.5,3.0,0.0,8.793916
2007-02-02,1667.736,139.542,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,84.117,13.333,6.5,3.0,0.0,6.3730836
2007-02-03,4029.722,245.824,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,84.117,13.333,6.5,3.0,0.0,4.629333
2007-02-04,3595.94,186.494,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,84.117,13.333,6.5,3.0,0.0,4.4584994
2007-02-05,1645.28,147.228,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,84.117,13.333,6.5,3.0,0.0,4.21475
2007-02-06,1273.48,142.566,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,84.117,13.333,6.5,3.0,0.0,1.4959998
2007-02-07,2328.018,177.708,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,84.117,13.333,6.5,3.0,0.0,5.4439163
2007-02-08,1801.414,138.896,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,84.117,13.333,6.5,3.0,0.0,5.3001666
2007-02-09,1620.198,158.066,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,84.117,13.333,6.5,3.0,0.0,7.837666
2007-02-10,2829.328,192.974,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,84.117,13.333,6.5,3.0,0.0,9.837666
2007-02-11,3571.228,204.314,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,84.117,13.333,6.5,3.0,0.0,9.41475
2007-02-12,1877.61,136.704,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,84.117,13.333,6.5,3.0,0.0,8.329334
2007-02-13,1414.546,134.678,241.16685416666667,4.14375,0.0,2828.0,6256.0,84.117,13.333,6.5,3.0,0.0,8.381417
2007-02-14,2498.672,202.506,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,84.117,13.333,6.5,3.0,0.0,5.2814155
2007-02-15,1985.346,165.964,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,84.117,13.333,6.5,3.0,0.0,7.9835
2007-02-16,1702.528,151.686,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,84.117,13.333,6.5,3.0,0.0,10.1293335
2007-02-17,2076.912,238.968,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,84.117,13.333,6.5,3.0,0.0,8.435582
2007-02-18,3829.762,255.522,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,84.117,13.333,6.5,3.0,0.0,7.6126657
2007-02-19,2186.614,176.584,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,84.117,13.333,6.5,3.0,0.0,8.918916
2007-02-20,3149.928,187.158,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,84.117,13.333,6.5,3.0,0.0,9.112666
2007-02-21,2072.874,189.87,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,84.117,13.333,6.5,3.0,0.0,7.496
2007-02-22,3369.478,137.954,238.62353963838666,9.870792767732963,1409.0,4129.0,12251.0,84.117,13.333,6.5,3.0,0.0,8.929332
2007-02-23,1313.48,149.344,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,84.117,13.333,6.5,3.0,0.0,9.621
2007-02-24,714.922,122.202,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,84.117,13.333,6.5,3.0,0.0,8.123083
2007-02-25,501.74,113.736,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,84.117,13.333,6.5,3.0,0.0,7.9709992
2007-02-26,568.484,108.28,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,84.117,13.333,6.5,3.0,0.0,7.743916
2007-02-27,518.112,113.204,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,84.117,13.333,6.5,3.0,0.0,10.856416
2007-02-28,520.774,113.372,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,84.117,13.333,6.5,3.0,0.0,10.016833
2007-03-01,517.564,107.628,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,43.217,12.833,2.667,0.0,0.0,7.5293326
2007-03-02,515.688,107.008,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,43.217,12.833,2.667,0.0,0.0,10.425166
2007-03-03,819.122,134.992,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,43.217,12.833,2.667,0.0,0.0,9.616834
2007-03-04,2090.7,175.682,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,43.217,12.833,2.667,0.0,0.0,10.208499
2007-03-05,2660.332,205.956,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,43.217,12.833,2.667,0.0,0.0,9.0085
2007-03-06,1246.5,186.148,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,43.217,12.833,2.667,0.0,0.0,8.4939165
2007-03-07,2375.206,171.2,240.3235625,6.935,1076.0,4761.0,15513.0,43.217,12.833,2.667,0.0,0.0,7.568917
2007-03-08,1572.132,187.404,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,43.217,12.833,2.667,0.0,0.0,6.6793327
2007-03-09,1272.612,119.238,240.88846527777778,3.73125,1093.0,345.0,8631.0,43.217,12.833,2.667,0.0,0.0,6.8230824
2007-03-10,2484.712,243.528,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,43.217,12.833,2.667,0.0,0.0,7.637667
2007-03-11,3480.636,173.374,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,43.217,12.833,2.667,0.0,0.0,7.304333
2007-03-12,1950.668,134.422,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,43.217,12.833,2.667,0.0,0.0,8.035584
2007-03-13,1290.144,126.718,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,43.217,12.833,2.667,0.0,0.0,9.058499
2007-03-14,1793.364,157.522,240.77729166666666,5.2675,3485.0,480.0,8607.0,43.217,12.833,2.667,0.0,0.0,8.106417
2007-03-15,1884.814,159.326,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,43.217,12.833,2.667,0.0,0.0,6.6835
2007-03-16,1702.054,130.208,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,43.217,12.833,2.667,0.0,0.0,9.137666
2007-03-17,2028.09,127.068,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,43.217,12.833,2.667,0.0,0.0,7.866834
2007-03-18,2371.046,241.45,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,43.217,12.833,2.667,0.0,0.0,3.666833
2007-03-19,2152.518,144.764,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,43.217,12.833,2.667,0.0,0.0,2.8147497
2007-03-20,2086.228,164.87,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,43.217,12.833,2.667,0.0,0.0,3.6626666
2007-03-21,2142.092,142.83,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,43.217,12.833,2.667,0.0,0.0,4.4085
2007-03-22,1454.978,113.826,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,43.217,12.833,2.667,0.0,0.0,3.9147499
2007-03-23,1309.008,119.488,241.64547916666666,3.80375,1127.0,777.0,8369.0,43.217,12.833,2.667,0.0,0.0,4.271
2007-03-24,2968.43,191.024,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,43.217,12.833,2.667,0.0,0.0,7.118916
2007-03-25,3336.124,235.972,240.0327588603197,9.722307157748435,4630.0,3600.0,9358.0,43.217,12.833,2.667,0.0,0.0,8.318916
2007-03-26,1416.082,160.966,241.3368125,4.183055555555556,1088.0,344.0,9096.0,43.217,12.833,2.667,0.0,0.0,8.833501
2007-03-27,1105.14,151.726,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,43.217,12.833,2.667,0.0,0.0,10.006417
2007-03-28,2333.898,196.518,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,43.217,12.833,2.667,0.0,0.0,8.262667
2007-03-29,1590.406,198.696,240.5366875,4.676805555555556,1162.0,460.0,10724.0,43.217,12.833,2.667,0.0,0.0,4.5460005
2007-03-30,1402.394,181.12800000000001,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,43.217,12.833,2.667,0.0,0.0,4.20225
2007-03-31,3509.51,231.504,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,43.217,12.833,2.667,0.0,0.0,9.214749
2007-04-01,2785.9519999999998,202.552,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,10.567,1.0,0.833,0.667,0.0,11.8064165
2007-04-02,1960.778,174.336,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,10.567,1.0,0.833,0.667,0.0,9.4626665
2007-04-03,1642.82,168.76,240.50495833333335,4.84625,3630.0,1042.0,7637.0,10.567,1.0,0.833,0.667,0.0,7.3022494
2007-04-04,2051.868,172.318,240.33178472222224,5.98625,3434.0,420.0,14748.0,10.567,1.0,0.833,0.667,0.0,8.287665
2007-04-05,1844.078,244.538,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,10.567,1.0,0.833,0.667,0.0,10.454333
2007-04-06,1601.14,143.214,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,10.567,1.0,0.833,0.667,0.0,9.741834
2007-04-07,1553.924,138.73,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,10.567,1.0,0.833,0.667,0.0,9.541834
2007-04-08,1608.816,135.882,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,10.567,1.0,0.833,0.667,0.0,10.146
2007-04-09,1000.92,160.10999999999999,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,10.567,1.0,0.833,0.667,0.0,11.271
2007-04-10,777.364,148.94,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,10.567,1.0,0.833,0.667,0.0,13.148083
2007-04-11,887.482,192.446,241.1548263888889,2.61875,0.0,1112.0,6421.0,10.567,1.0,0.833,0.667,0.0,14.573085
2007-04-12,537.706,147.812,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,10.567,1.0,0.833,0.667,0.0,16.591833
2007-04-13,551.022,151.64,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,10.567,1.0,0.833,0.667,0.0,17.925167
2007-04-14,554.268,155.61,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,10.567,1.0,0.833,0.667,0.0,18.41475
2007-04-15,726.164,171.544,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,10.567,1.0,0.833,0.667,0.0,18.081419
2007-04-16,952.39,186.074,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,10.567,1.0,0.833,0.667,0.0,14.998084
2007-04-17,1223.734,218.354,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,10.567,1.0,0.833,0.667,0.0,11.510583
2007-04-18,998.246,165.224,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,10.567,1.0,0.833,0.667,0.0,11.5668335
2007-04-19,1028.658,149.66,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,10.567,1.0,0.833,0.667,0.0,12.966832
2007-04-20,822.58,145.64600000000002,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,10.567,1.0,0.833,0.667,0.0,13.06475
2007-04-21,1673.656,212.658,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,10.567,1.0,0.833,0.667,0.0,14.9730835
2007-04-22,2233.714,267.194,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,10.567,1.0,0.833,0.667,0.0,17.541832
2007-04-23,1054.566,135.64,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,10.567,1.0,0.833,0.667,0.0,18.375166
2007-04-24,1032.1,135.264,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,10.567,1.0,0.833,0.667,0.0,19.529333
2007-04-25,1264.162,164.736,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10.567,1.0,0.833,0.667,0.0,18.262667
2007-04-26,1275.466,163.606,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10.567,1.0,0.833,0.667,0.0,19.666834
2007-04-27,1094.332,161.928,235.21616666666668,3.3125,1772.0,545.0,4756.0,10.567,1.0,0.833,0.667,0.0,19.056414
2007-04-28,22.738,2.86,233.98619047619047,4.6380952380952385,0.0,18.0,0.0,10.567,1.0,0.833,0.667,0.0,17.683498
2007-04-30,420.822,71.718,234.87003472222224,3.239236111111111,1214.0,500.0,1131.0,10.567,1.0,0.833,0.667,0.0,17.237667
2007-05-01,1663.858,181.608,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,81.367,13.0,6.667,2.333,0.0,16.371
2007-05-02,1003.486,160.092,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,81.367,13.0,6.667,2.333,0.0,15.916833
2007-05-03,1090.238,150.942,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,81.367,13.0,6.667,2.333,0.0,14.496001
2007-05-04,998.128,174.74,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,81.367,13.0,6.667,2.333,0.0,13.441834
2007-05-05,1563.052,174.102,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,81.367,13.0,6.667,2.333,0.0,12.773084
2007-05-06,2102.104,182.336,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,81.367,13.0,6.667,2.333,0.0,15.166833
2007-05-07,1643.664,168.918,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,81.367,13.0,6.667,2.333,0.0,15.571
2007-05-08,1789.292,181.612,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,81.367,13.0,6.667,2.333,0.0,15.745998
2007-05-09,1665.736,183.484,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,81.367,13.0,6.667,2.333,0.0,17.208498
2007-05-10,707.884,168.314,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,81.367,13.0,6.667,2.333,0.0,14.548083
2007-05-11,979.154,132.096,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,81.367,13.0,6.667,2.333,0.0,14.877248
2007-05-12,1441.566,209.172,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,81.367,13.0,6.667,2.333,0.0,15.256419
2007-05-13,1634.738,220.67,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,81.367,13.0,6.667,2.333,0.0,14.025168
2007-05-14,1467.782,298.552,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,81.367,13.0,6.667,2.333,0.0,12.075166
2007-05-15,904.392,111.182,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,81.367,13.0,6.667,2.333,0.0,13.214751
2007-05-16,1692.944,135.894,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,81.367,13.0,6.667,2.333,0.0,14.654334
2007-05-17,1231.816,131.188,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,81.367,13.0,6.667,2.333,0.0,16.373083
2007-05-18,1631.53,171.258,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,81.367,13.0,6.667,2.333,0.0,15.137665
2007-05-19,1429.442,167.858,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,81.367,13.0,6.667,2.333,0.0,13.218918
2007-05-20,1968.328,187.532,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,81.367,13.0,6.667,2.333,0.0,17.825167
2007-05-21,1120.062,117.28,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,81.367,13.0,6.667,2.333,0.0,17.321
2007-05-22,1132.852,128.916,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,81.367,13.0,6.667,2.333,0.0,16.566833
2007-05-23,1464.936,165.878,234.81249305555554,4.3975,956.0,3792.0,8119.0,81.367,13.0,6.667,2.333,0.0,19.204332
2007-05-24,1154.388,135.56,235.5460625,3.462083333333333,955.0,4116.0,4746.0,81.367,13.0,6.667,2.333,0.0,19.629332
2007-05-25,1614.22,174.588,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,81.367,13.0,6.667,2.333,0.0,17.541834
2007-05-26,1512.248,174.24,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,81.367,13.0,6.667,2.333,0.0,11.8168335
2007-05-27,2153.808,219.894,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,81.367,13.0,6.667,2.333,0.0,11.104333
2007-05-28,1637.468,151.1,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,81.367,13.0,6.667,2.333,0.0,10.891831
2007-05-29,1061.34,113.244,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,81.367,13.0,6.667,2.333,0.0,12.643916
2007-05-30,1609.866,147.058,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,81.367,13.0,6.667,2.333,0.0,13.312669
2007-05-31,938.55,129.586,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,81.367,13.0,6.667,2.333,0.0,13.1335
2007-06-01,1044.918,143.182,235.32332175121613,3.1356497567755386,0.0,483.0,7664.0,45.467,10.333,4.0,0.667,0.0,16.15225
2007-06-02,1484.362,166.108,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.0,45.467,10.333,4.0,0.667,0.0,18.060583
2007-06-03,2108.026,182.458,234.762375,6.352916666666667,4985.0,7529.0,8334.0,45.467,10.333,4.0,0.667,0.0,18.754332
2007-06-04,911.618,223.192,234.7480694444444,2.8222222222222224,1585.0,836.0,4533.0,45.467,10.333,4.0,0.667,0.0,18.960583
2007-06-05,1458.892,255.692,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,45.467,10.333,4.0,0.667,0.0,19.531416
2007-06-06,1693.638,231.06,234.62163307852677,5.108825573314802,3329.0,829.0,11663.0,45.467,10.333,4.0,0.667,0.0,18.012667
2007-06-07,985.002,172.334,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,45.467,10.333,4.0,0.667,0.0,18.443916
2007-06-08,2148.046,229.732,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,45.467,10.333,4.0,0.667,0.0,18.312666
2007-06-09,1059.814,226.656,240.70545649072753,3.2562054208273894,852.0,596.0,6590.0,45.467,10.333,4.0,0.667,0.0,19.345999
2007-06-10,1340.812,239.092,240.84428472222223,4.005694444444444,4202.0,1924.0,5983.0,45.467,10.333,4.0,0.667,0.0,18.748083
2007-06-11,794.654,194.63400000000001,240.85674999999998,2.4179166666666667,0.0,487.0,5328.0,45.467,10.333,4.0,0.667,0.0,18.700167
2007-06-12,918.766,216.416,240.2248958333333,2.8586111111111108,1882.0,475.0,3898.0,45.467,10.333,4.0,0.667,0.0,18.916836
2007-06-13,927.272,208.26,240.39760416666667,2.8175,957.0,857.0,5216.0,45.467,10.333,4.0,0.667,0.0,18.504332
2007-06-14,1259.084,231.696,239.84778472222223,3.783333333333333,3322.0,2147.0,7054.0,45.467,10.333,4.0,0.667,0.0,17.131416
2007-06-15,989.604,251.762,240.46438194444445,3.0662499999999997,2269.0,4011.0,4547.0,45.467,10.333,4.0,0.667,0.0,16.375166
2007-06-16,2017.762,307.558,239.50169444444444,5.975,3289.0,4498.0,11108.0,45.467,10.333,4.0,0.667,0.0,16.3335
2007-06-17,1947.09,239.814,240.21918055555554,5.7693055555555555,4124.0,5038.0,8734.0,45.467,10.333,4.0,0.667,0.0,18.458498
2007-06-18,678.474,180.81,240.77620138888886,2.07875,0.0,529.0,4241.0,45.467,10.333,4.0,0.667,0.0,21.085583
2007-06-19,842.36,187.986,240.26925591098748,2.560778859527121,973.0,535.0,4357.0,45.467,10.333,4.0,0.667,0.0,18.610582
2007-06-20,1074.286,227.302,240.15616666666668,3.3068055555555556,1761.0,2588.0,5106.0,45.467,10.333,4.0,0.667,0.0,17.410585
2007-06-21,806.946,222.546,240.57494444444444,2.500833333333333,932.0,2400.0,3711.0,45.467,10.333,4.0,0.667,0.0,15.281415
2007-06-22,566.294,208.526,240.83563194444443,1.807361111111111,0.0,951.0,3482.0,45.467,10.333,4.0,0.667,0.0,16.391832
2007-06-23,477.56600000000003,193.12,240.31896527777778,1.5356944444444445,0.0,786.0,2402.0,45.467,10.333,4.0,0.667,0.0,16.750166
2007-06-24,714.656,179.362,241.1322152777778,2.207638888888889,0.0,791.0,3449.0,45.467,10.333,4.0,0.667,0.0,15.739751
2007-06-25,1072.202,197.27,240.4222638888889,3.25,1985.0,3621.0,4816.0,45.467,10.333,4.0,0.667,0.0,14.079333
2007-06-26,944.908,182.42,240.09450694444448,2.877083333333333,971.0,1334.0,5231.0,45.467,10.333,4.0,0.667,0.0,13.516834
2007-06-27,1480.826,206.998,239.7584097222222,4.429166666666666,2603.0,6451.0,7270.0,45.467,10.333,4.0,0.667,0.0,15.014749
